country,year,electricity,fiaccount,enrollment,gnipc,agemployment,indemployment,servicesemployment,lfp,lfpfemale,lfpmale,population,urbanpop
ECU,2009,96.47,NA,98.13,4183.14,28.53,18.81,52.65,47.66,49.64,78.63,14742766,62.5
EGY,2009,98.92,NA,95.63,2665.07,29.96,23.76,46.29,35.35,22.9,72.58,85501064,43.04
SLV,2009,91.08,NA,96,2895.13,20.91,20.66,58.43,50.44,45.98,77.34,6091188,64.57
GNQ,2009,65.36,NA,45.88,4114.69,53.27,16.72,30.01,NA,50.82,61.1,1043686,64.36
ERI,2009,38.92,NA,69.75,NA,64.52,8.43,27.05,NA,71.9,83.98,3083888,34.59
EST,2009,100,NA,NA,10925.23,4.05,31.44,64.5,38.95,54.72,67.95,1334515,68.22
SWZ,2009,38.6,NA,82.07,2507.6,15.68,25,59.32,NA,46.44,57.6,1094886,22.26
ETH,2009,23.74,NA,76.14,NA,75.11,7.75,17.14,NA,74.36,88.95,86755585,16.91
EMU,2009,100,NA,98.48,26998.99,3.69,25.91,70.41,42.56,49.7,64.66,335377620,75.05
FJI,2009,85.64,NA,99.12,NA,29.63,17.28,53.09,NA,41.96,79.51,901383,51.66
FIN,2009,100,NA,98.02,34455.46,4.63,23.94,71.43,50.44,56.94,64.12,5338871,83.43
FRA,2009,100,NA,98.39,29361.67,2.93,22.67,74.4,35.6,51.45,62.2,64710879,78.12
GAB,2009,82.75,NA,NA,3192.86,36.64,10.67,52.7,NA,39.47,57.93,1653542,84.96
GMB,2009,43.16,NA,NA,511.67,52.45,6.36,41.19,NA,49.37,68.62,1878119,54.94
GEO,2009,100,NA,96.92,NA,49.35,10.21,40.44,38.52,54.64,76.4,3814419,55.15
DEU,2009,100,NA,88.17,30154.5,1.68,28.8,69.52,51.76,52.95,66.23,81902307,76.77
GHA,2009,61.06,NA,84.1,1105.8,45.4,14.94,39.66,NA,68.2,74.83,24950762,50.03
GRC,2009,100,NA,NA,18250.8,11.7,21.13,67.17,30.49,43.53,63.65,11107017,75.93
GRD,2009,88.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,113249,35.87
GTM,2009,83.11,NA,98,2958.08,33.46,22.18,44.36,NA,41.69,80.99,14000190,48.1
GIN,2009,26.75,NA,67.95,474.85,67.22,5.61,27.17,NA,54.51,65.62,10021323,33.39
GNB,2009,4.7,NA,NA,371.91,58.72,9.73,31.55,NA,48.59,64.8,1527196,39.72
GUY,2009,77.6,NA,91.64,NA,20.6,23.86,55.55,NA,37.73,74.05,751258,26.87
HTI,2009,36.64,NA,NA,1376.08,49.66,11.32,39.02,NA,60.16,70.51,9730638,46.53
HND,2009,78.27,NA,86.38,1791.67,35.5,20.82,43.69,50.43,40.86,80.59,8277302,51.23
HUN,2009,100,NA,97.5,8677.26,4.61,31.16,64.23,24.66,42.71,58.21,10022650,68.46
IND,2009,75,NA,95.54,999.86,52.48,21.12,26.41,NA,29.05,78.99,1223640160,30.59
IDN,2009,93.55,NA,96.84,2064.27,40.45,18.3,41.25,48.05,50.25,81.87,240981299,49.13
IRN,2009,99.71,NA,97.8,5465.73,19.32,32.88,47.79,29.52,15.68,68.26,74322685,70.05
IRQ,2009,98.15,NA,NA,5077.53,24.64,20.01,55.36,NA,12.14,72.26,30289040,68.98
IRL,2009,100,NA,99.97,29634.13,5.59,19.85,74.56,60.06,56.11,72.26,4535375,61.34
ISR,2009,100,NA,96.97,25537.57,1.67,19.87,78.46,52.74,57.12,68.9,7485600,91.76
ITA,2009,100,NA,99.17,26111.46,3.69,29.24,67.07,28.85,38.25,59.6,59095365,68.21
JAM,2009,91.01,NA,NA,4435.71,17.67,16.68,65.64,34.32,53.75,70.86,2722401,53.56
JPN,2009,100,NA,NA,24131.11,4.06,26.38,69.55,43.53,48.47,72.01,128047000,89.99
JOR,2009,99.4,NA,NA,NA,3.56,24.23,72.21,NA,14.68,63.85,6780493,84.93
KAZ,2009,100,NA,99.88,5321.13,29.02,18.64,52.34,NA,66.64,76.08,16092822,56.76
KEN,2009,23,NA,77.07,930.76,40.97,12.69,46.34,NA,71.01,76.24,40364444,23.18
KIR,2009,64.19,NA,NA,1591.14,NA,NA,NA,NA,NA,NA,105996,46.55
PRK,2009,26,NA,97.75,NA,48.12,14.57,37.3,NA,69.33,80.18,24581509,60.2
KOR,2009,100,NA,NA,19162.91,6.92,24.3,68.78,23.1,49.72,73.09,49307835,81.84
XKX,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761474,NA
KWT,2009,100,NA,NA,NA,2.47,24.6,72.93,NA,46.69,83.18,2795550,100
KGZ,2009,99.5,NA,94.56,853.83,32.87,21.19,45.94,47.94,52.83,75.91,5383300,35.28
LAO,2009,67.4,NA,89.98,1080.69,72.68,7.9,19.42,NA,57.59,65.63,6229930,29.48
LVA,2009,100,NA,97.69,9387.04,8.75,24.34,66.91,41.23,54.54,67.04,2141669,67.81
LBN,2009,99.32,NA,NA,6814.83,4.05,23.72,72.23,NA,22.24,67.16,4951135,87.19
LSO,2009,17,NA,87.21,953.98,32.16,32.44,35.4,NA,60.19,75.39,2009169,24.29
LBR,2009,1.9,NA,NA,NA,48.42,10.87,40.71,NA,71.76,83.07,3905066,47.45
LBY,2009,83.51,NA,NA,NA,17.82,21.93,60.25,NA,33.84,61.47,6360191,77.84
LIE,2009,100,NA,98.52,NA,NA,NA,NA,52.12,NA,NA,35675,14.52
LTU,2009,99.5,NA,99.17,9208.91,8.98,26.85,64.17,29.31,52.07,62.01,3162916,66.84
LUX,2009,100,NA,NA,50738.62,1.36,12.91,85.73,32.26,49.92,66.64,497783,88.18
MDG,2009,17.4,NA,NA,338.18,75.18,5.31,19.51,NA,83.99,89.13,21117092,31.3
MWI,2009,8.27,NA,98.23,NA,68.73,7.16,24.11,NA,72.16,80.35,14298932,15.43
MYS,2009,99.3,NA,95.87,5399.05,13.5,27.01,59.49,NA,43.61,76.26,28217204,70.08
MDV,2009,99.9,NA,NA,NA,14.02,16.31,69.67,41.87,36.46,64.92,349037,36.02
MLI,2009,24.03,NA,NA,549.58,67.9,7.58,24.52,NA,60.25,80.51,15032635,35.2
MLT,2009,100,NA,NA,NA,1.46,25.02,73.52,51.56,32.95,65.58,412477,94
MRT,2009,31.07,NA,72.32,1312.96,36.61,17.05,46.34,NA,27.53,61.84,3322616,45.69
MUS,2009,99.04,NA,96.59,7090.92,9.04,29.68,61.28,41.59,41.52,74.45,1247429,41.67
MEX,2009,98.3,NA,99.8,7042.9,13.81,24.29,61.9,46.92,43.05,79.59,111049428,77.52
MDA,2009,99.16,NA,90.03,1745.56,28.17,19.28,52.55,34.71,39.72,46.24,2865213,42.65
MNG,2009,80.29,NA,96.47,NA,40.01,14.94,45.04,31.95,53.71,63.34,2666713,66.58
MAR,2009,85.93,NA,89.88,2359.27,40.29,22.3,37.41,39.83,25.94,74.51,32042877,57.45
MOZ,2009,15,NA,88.71,409.38,77.18,4.98,17.84,NA,81.4,80.12,22436660,31.33
MMR,2009,51.79,NA,88.93,NA,52.94,17.44,29.62,NA,53.2,80.39,49015836,28.7
NAM,2009,44.1,NA,NA,3254.63,31.46,12.97,55.57,NA,51.62,62.24,2067919,40.6
NPL,2009,59.28,NA,NA,656.71,68.54,13.92,17.54,NA,23.33,58.79,27026941,16.43
NLD,2009,100,NA,NA,36037.91,3.13,18.52,78.35,70.03,58.81,72.31,16530388,86.29
NZL,2009,100,NA,NA,26998.57,6.64,21.2,72.16,61.37,61.86,74.39,4302600,86.22
NIC,2009,77.92,NA,NA,1383.65,28.66,18.63,52.71,NA,43.5,84.25,5770639,56.72
NER,2009,12.32,NA,NA,435.61,77.61,7.36,15.04,NA,68.59,90.17,16037915,16.23
NGA,2009,49.97,NA,65.99,2218.46,42.17,10.42,47.41,NA,56.8,63.92,156595758,42.59
NOR,2009,100,NA,99.16,56613.4,2.7,20.22,77.08,57.89,62.58,70.35,4828726,78.82
OMN,2009,100,NA,NA,13582.66,6.76,31.1,62.15,NA,26.15,79.63,2697537,74.62
PAK,2009,82.48,NA,65.44,1036.93,43.31,20.98,35.71,41.08,20.94,78.58,190123222,34.79
PLW,2009,98.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,18826,74.11
PAN,2009,87.03,NA,94.57,NA,18.04,19.17,62.79,49.79,48,80.46,3559343,64.85
PNG,2009,17.2,NA,NA,NA,27.51,7,65.5,NA,50.18,51.62,7358890,13.04
PRY,2009,96.89,NA,90.1,4035.23,27.96,17.68,54.36,62.65,55.14,84.11,5702574,58.94
PER,2009,86.42,NA,98.68,3864.95,27.75,16.94,55.31,68.64,70.61,86.69,29009326,76.24
PHL,2009,84.3,NA,90.33,2308.59,33.76,15.4,50.85,41.84,47.7,75.19,92946951,45.37
POL,2009,100,NA,94.21,8802.62,13.28,31.11,55.6,33.77,47.41,63.72,38151603,61
PRT,2009,100,NA,99.37,15204.33,11.45,27.8,60.75,38.7,55.66,67.72,10568247,59.96
QAT,2009,100,NA,96.3,NA,1.57,58.44,39.98,71.02,49.02,95.61,1610274,98.34
ROU,2009,96.77,NA,96.45,6303.7,29.09,30.02,40.89,30.93,46.67,62.87,20367487,53.7
RUS,2009,98.45,NA,96.37,6339.28,8.27,27.5,64.23,42.1,56.26,70.26,142785349,73.64
RWA,2009,15.61,NA,NA,439.01,80.54,5.22,14.24,NA,54.25,68.64,10043737,16.93
WSM,2009,97.9,NA,99.73,NA,32.33,14.41,53.26,NA,41.13,66.75,193176,20.3
SMR,2009,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,31059,95.51
SAU,2009,100,NA,NA,15217.78,6.4,23.55,70.05,15.67,17.98,75.13,28483797,81.87
SEN,2009,53.5,NA,71,977.98,38.86,17.89,43.25,NA,33.7,64.47,12195029,43.36
SRB,2009,99.65,NA,96.55,4360,23.87,25.33,50.79,28.91,43.02,59.8,7320807,54.77
SLE,2009,14.64,NA,NA,480.85,66.4,5.19,28.41,37.89,61.22,62.06,6259842,38.47
SGP,2009,100,NA,NA,NA,0.93,24.7,74.38,35.58,57.06,78.48,4987573,100
SVK,2009,100,NA,85.78,11350.4,3.59,37.93,58.49,31.31,50.29,68.11,5386406,54.96
SVN,2009,100,NA,99.29,16381.9,9.12,33.16,57.72,40.97,53.62,65.48,2039669,52.43
SOM,2009,25.51,NA,NA,NA,35.94,16.35,47.71,NA,20.55,48.98,11730037,37.65
ZAF,2009,82.6,NA,NA,4868.82,17.76,21.96,60.28,32.69,51.27,65.72,51170779,61.69
SSD,2009,3,NA,NA,NA,62.4,15.3,22.31,NA,69.51,73.02,9229227,17.7
ESP,2009,100,NA,NA,21773.9,4.12,24.58,71.29,45.04,51.02,67.65,46362946,78.21
LKA,2009,87.09,NA,93.21,NA,33.49,25.84,40.67,NA,34.2,74.32,20482477,18.24
SDN,2009,29,NA,NA,NA,46.42,14.91,38.67,NA,28.38,70.43,32948155,32.99
SUR,2009,94.64,NA,91.57,NA,7.39,24.55,68.06,33.41,39.91,64.44,539987,66.41
SWE,2009,100,NA,99.33,39204.66,2.18,20.16,77.66,51.02,59.39,67.43,9298515,84.9
CHE,2009,100,NA,NA,62754.92,3.25,22.14,74.61,67.27,61.57,75.24,7743831,73.58
SYR,2009,91.13,NA,98.94,NA,14.93,33.6,51.47,29.65,13.19,72.55,21827220,55.24
TJK,2009,99,NA,98.64,1012.22,53.13,15.69,31.18,26.25,28.92,56.5,7468596,26.52
TZA,2009,11.2,NA,NA,619.26,70.73,5.68,23.59,NA,84.76,89.06,43957933,27.44
THA,2009,98.96,NA,98.08,NA,38.99,20.78,40.23,48.83,64.67,81.32,67813654,42.54
TLS,2009,46.27,NA,89.89,NA,49.58,8.6,41.82,NA,62.61,73.3,1065540,27.39
TGO,2009,33.65,NA,NA,378.89,43.54,16.85,39.61,NA,55.32,61.66,6398624,37.06
TUR,2009,99.72,NA,95.35,NA,22.95,25.3,51.75,37.44,25.34,68.93,72225639,70.24
TKM,2009,99.67,NA,NA,NA,32.36,28.1,39.54,NA,50.55,48.61,5180957,48.17
TCA,2009,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,28581,89.77
UGA,2009,10,NA,NA,582.39,73.79,7.09,19.13,NA,65.22,75.15,31412520,18.88
UKR,2009,99.9,NA,88.35,1574.26,16.56,27.08,56.36,NA,52.15,61.23,46053331,68.5
ARE,2009,100,NA,NA,32383.77,3.99,25.92,70.09,NA,41.07,88.36,7992644,83.74
GBR,2009,100,NA,98.07,34378.6,1.11,19.61,79.28,59.22,56.15,69.35,62276270,81.03
USA,2009,100,NA,NA,42799.84,1.63,19.76,78.61,56.86,58.17,70.39,306771529,80.61
URY,2009,99.1,NA,99.7,10866.46,10.95,20.96,68.09,54.12,55.2,75.33,3344156,94.21
UZB,2009,99.54,NA,90.86,NA,27.71,22.33,49.96,NA,43.84,73.12,27767400,50.47
VEN,2009,99,NA,94.05,NA,8.63,22.46,68.91,42.82,49.99,78.5,28327892,88.06
VNM,2009,96.1,NA,99.02,1342.44,47.55,21.85,30.6,59.49,71.5,80.45,86482923,29.76
YEM,2009,59.57,NA,NA,NA,25.24,18.48,56.28,NA,10.72,68.7,24029589,31.19
ZMB,2009,26.59,NA,88.94,NA,67.44,8.11,24.45,NA,51.56,67.5,13318087,38.86
ZWE,2009,43.37,NA,NA,749.66,70.27,9.14,20.59,NA,60.92,71.18,12679810,33.38
DZA,2009,98.82,NA,99,2988.55,13.32,29.8,56.88,28.25,13.83,68.05,35196037,66.83
AFG,2010,42.7,NA,NA,NA,53.79,15.21,31,NA,15.47,78.57,28189672,23.74
AGO,2010,34.98,NA,81.91,1843.67,48.37,8.37,43.26,57.24,75.63,78.99,23364185,59.78
ARG,2010,98.82,NA,99.13,11110.98,9.53,21.39,69.08,41.05,47.69,73.32,40788453,90.85
ARM,2010,99.8,NA,NA,2679.76,38.6,17.41,43.99,NA,55.41,68.77,2946293,63.44
AUS,2010,100,NA,97.1,NA,3.23,20.98,75.79,68.43,58.6,72.34,22031750,85.18
AUT,2010,100,NA,87.39,36110.75,5.21,24.91,69.88,57.22,54.16,67.1,8363404,57.4
BHR,2010,100,NA,NA,15273.93,1.09,35.72,63.19,41.02,43.6,86.96,1213645,88.63
BGD,2010,55.26,NA,94.96,986.21,47.31,17.63,35.07,46.47,30.79,84.16,148391139,30.46
BRB,2010,100,NA,94.98,NA,2.9,19.17,77.93,NA,62.89,72.92,274711,31.87
BLR,2010,94.38,NA,91.39,4050.48,12.55,32.15,55.3,NA,57,68.85,9483836,74.67
BEL,2010,100,NA,97.53,32611.45,1.35,23.38,75.27,32.51,47.71,60.79,10895586,97.65
BLZ,2010,89.92,NA,98.03,3087.78,18.11,15.88,66.01,NA,44.88,79.45,322106,45.23
BEN,2010,34.2,NA,94.92,798.34,45.14,18.24,36.62,40.58,69.09,74.74,9445710,43.09
BTN,2010,73.28,NA,87.53,1802.46,54.7,6.1,39.2,40.38,63.37,72.24,705516,34.79
BOL,2010,87.95,NA,94.39,2216.2,31.72,18.92,49.36,NA,62.23,81.83,10223270,66.43
BIH,2010,99.49,NA,NA,3439.31,19.69,30.86,49.45,32.69,34.04,58.18,3811088,45.56
BWA,2010,52.03,NA,NA,3679.61,26.07,17.29,56.64,38.43,52.65,66.06,2091664,62.41
BRA,2010,98.6,NA,NA,7397.49,12.45,23.01,64.55,NA,53.68,75.96,196353492,84.34
BGR,2010,93.51,NA,99.51,5163.8,6.81,32.98,60.21,31.16,47.79,59.47,7395599,72.3
BFA,2010,13.1,NA,NA,471.43,79.15,5.86,14.99,NA,58.94,80.17,16116845,24.63
BDI,2010,5.3,NA,95.5,160.86,88.36,2.99,8.65,NA,80.97,77.98,9126605,10.64
CPV,2010,81.1,NA,94.76,2325.5,17.7,17.86,64.44,NA,48.06,70.45,521212,61.82
KHM,2010,31.1,NA,93.62,762.9,54.79,15.97,29.24,79,63.53,76.01,14363532,20.29
CMR,2010,52.85,NA,NA,987.42,54.98,12.24,32.78,56.92,70.49,82.11,19878036,51.56
CAN,2010,100,NA,NA,34264.19,1.81,20.15,78.04,64.49,62.41,71.56,34004889,80.94
CAF,2010,9.8,NA,NA,535.85,71.7,6.85,21.45,NA,63.21,77.88,4660067,38.9
TCD,2010,6.4,NA,NA,622.74,74.55,5.81,19.65,NA,53.74,74.76,11894727,21.99
CHL,2010,99.53,NA,95.48,9179.64,10.68,22.94,66.38,37.74,45.5,72.29,17004162,87.07
CHN,2010,99.7,NA,NA,4376.77,36.7,28.7,34.6,57.38,63.67,78.08,1337705000,49.23
COL,2010,96.79,NA,NA,4203.14,18.38,20,61.62,51.66,55.25,80.83,44816108,77.96
COM,2010,69.66,NA,NA,1059.78,45.32,17.01,37.67,NA,32.63,54.16,656024,27.97
COD,2010,13.01,NA,NA,250.76,66.23,8.15,25.62,NA,65.09,70.94,66391257,40.01
COG,2010,40.01,NA,86.25,1207.32,36.43,24.55,39.02,NA,66.89,68.84,4437884,63.26
CRI,2010,99,NA,NA,8943.35,12.35,19.62,68.03,44.65,43.9,74.57,4622252,71.74
CIV,2010,58.37,NA,NA,965.72,47.57,11.26,41.17,NA,52.72,76.66,21120042,47.33
HRV,2010,100,NA,94.76,9690.26,14.25,27.45,58.29,35.85,46.14,59.66,4295427,55.16
CUB,2010,97.79,NA,99.16,6180.1,18.6,17.08,64.32,NA,41.86,68.35,11290417,76.6
CZE,2010,100,NA,88.91,11637.27,3.1,37.99,58.92,30.88,49.33,68.05,10474410,73.26
DNK,2010,100,NA,96.27,41948.27,2.54,19.87,77.59,63.97,58.85,68.3,5547683,86.8
DJI,2010,57.87,NA,NA,NA,1.8,5.22,92.98,NA,17.45,49.09,919199,77
DMA,2010,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,68755,68.09
DOM,2010,98.15,NA,94.77,5223.8,12.42,18.48,69.1,38.57,41.48,71.72,9775755,73.75
ECU,2010,97.46,NA,98.35,4263.98,27.88,18.49,53.63,44.69,47.99,77.63,14989585,62.69
EGY,2010,99.36,NA,97.74,2723.91,28.28,25.38,46.34,34.73,23.17,75.24,87252413,43.02
SLV,2010,91.58,NA,96.08,2923.22,20.78,21.35,57.87,47.53,45.9,76.21,6114034,65.45
GNQ,2010,66.12,NA,45.08,2157.69,54.06,16.07,29.88,NA,50.88,60.9,1094524,65.94
ERI,2010,40.06,NA,65.47,NA,65.25,8.53,26.22,NA,71.86,84.22,3147727,35.18
EST,2010,100,NA,99.11,10925.11,4.22,30.32,65.47,37.62,55.07,66.96,1331475,68.09
SWZ,2010,45.55,NA,87.87,2492.74,15.28,24.96,59.76,NA,46.47,57.38,1099920,22.48
ETH,2010,25.5,NA,74.19,NA,73.65,7.92,18.43,NA,74.33,88.79,89237791,17.32
EMU,2010,100,NA,98.41,27439.24,3.66,25.19,71.15,41.51,49.84,64.3,336171621,75.28
FJI,2010,92.4,NA,NA,NA,29.81,16.65,53.54,NA,43.79,79.83,905169,52.17
FIN,2010,100,NA,98.31,35444.29,4.44,23.3,72.26,49.38,55.94,63.96,5363352,83.77
FRA,2010,100,NA,98.02,29787.11,2.91,22.25,74.84,35.02,51.46,62.04,65030575,78.37
GAB,2010,89.33,NA,NA,3457.76,35.92,11.12,52.97,18.26,39.54,57.62,1711105,85.53
GMB,2010,46.8,NA,67.89,510.61,52.1,6.39,41.51,NA,49.63,68.49,1937275,55.66
GEO,2010,100,NA,NA,2505.13,48.09,10.6,41.31,39.44,55.8,76.95,3786695,55.54
DEU,2010,100,NA,89.07,31412.72,1.65,28.31,70.04,51.28,53.05,66.06,81776930,76.97
GHA,2010,64.2,NA,NA,1118.98,42,15.23,42.78,44.27,67.69,74.62,25574719,50.71
GRC,2010,100,NA,96.81,17167.98,12.4,19.59,68.02,29.93,44.1,63.09,11121341,76.29
GRD,2010,89.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,114039,35.87
GTM,2010,84.35,NA,NA,2966.22,33.5,22.01,44.49,51.03,41.64,80.13,14259687,48.4
GIN,2010,28.1,NA,70.29,537.93,66.71,5.67,27.62,NA,53.3,65.51,10270728,33.68
GNB,2010,6,NA,72.67,408.65,58.28,9.75,31.97,NA,48.63,64.62,1567220,40.11
GUY,2010,83.32,NA,95.7,NA,20.21,23.72,56.07,NA,38.22,73.24,747932,26.63
HTI,2010,37.2,NA,NA,1242.55,49.65,11.34,39.01,NA,60.6,70.78,9842880,47.51
HND,2010,80.98,NA,87.47,1754.7,36.45,19.08,44.47,51.47,42.59,81.06,8450933,51.89
HUN,2010,100,NA,97.27,8787.98,4.54,30.7,64.76,24.8,43.56,58.14,10000023,68.91
IND,2010,76.3,NA,96.12,1085.06,51.52,21.81,26.68,36.74,28.78,79.29,1240613620,30.93
IDN,2010,94.15,NA,97.25,2092.01,39.13,18.65,42.22,47.13,50.92,82.25,244016173,49.91
IRN,2010,99.43,NA,96.65,5890.41,18.02,33.21,48.77,29.18,15.13,67.28,75373855,70.63
IRQ,2010,98.36,NA,NA,5647.9,24.16,20.22,55.62,NA,12.06,71.99,31264875,69.1
IRL,2010,100,NA,NA,29913.01,5.75,18.09,76.16,53.86,55.25,70.17,4560155,61.54
ISR,2010,100,NA,97.38,26723.64,1.6,19.68,78.71,52.68,57.46,69.33,7623600,91.83
ITA,2010,100,NA,99.3,26179.81,3.77,28.61,67.62,28.08,38.18,59.1,59277417,68.33
JAM,2010,92.2,NA,NA,4440.71,17.71,16.03,66.26,31,52.35,68.89,2733896,53.74
JPN,2010,100,NA,NA,25359.83,3.94,25.8,70.26,43.02,48.38,71.55,128070000,90.81
JOR,2010,100,NA,80.78,NA,3.56,23.6,72.85,NA,14.55,62.85,6931258,86.09
KAZ,2010,100,NA,99.64,5743.43,28.28,18.72,53,NA,66.58,75.93,16321872,56.83
KEN,2010,19.2,NA,NA,962.17,40.13,12.91,46.96,NA,71.07,76.42,41517895,23.57
KIR,2010,63.17,NA,NA,1657.7,NA,NA,NA,53.67,NA,NA,107995,47.39
PRK,2010,29.3,NA,NA,NA,47.83,14.44,37.73,NA,69.4,80.2,24686435,60.38
KOR,2010,100,NA,NA,20718.81,6.51,24.8,68.69,23.23,49.94,73.03,49554112,81.94
XKX,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1775680,NA
KWT,2010,100,NA,99.01,39180.24,2.45,24.34,73.21,NA,47.29,83.89,2943356,100
KGZ,2010,99,NA,95.18,742.81,32.13,21.17,46.7,54.71,52.53,76.99,5447900,35.31
LAO,2010,70.22,NA,94.61,1070.27,71.46,8.32,20.22,63.25,57.3,65.35,6323418,30.06
LVA,2010,99.75,NA,97.96,8277.6,8.61,23.07,68.31,39.74,53.91,65.02,2097555,67.84
LBN,2010,99.5,NA,NA,6992.34,3.89,23.6,72.5,NA,22.86,67.41,4995800,87.33
LSO,2010,17,NA,89.23,968.74,31.65,32.96,35.39,NA,59.43,75,2022747,24.8
LBR,2010,5.26,NA,NA,NA,47.31,10.79,41.91,31.79,71.77,83,4019956,47.81
LBY,2010,81.9,NA,NA,NA,17.35,21.95,60.7,NA,33.91,61.39,6491988,78.05
LIE,2010,100,NA,99.18,NA,NA,NA,NA,50.42,NA,NA,35926,14.46
LTU,2010,99.72,NA,99.29,9357.91,8.83,24.56,66.61,28.42,52.55,62.02,3097282,66.76
LUX,2010,100,NA,95.24,58018.65,1.1,13.35,85.55,24.73,49.78,65.82,506953,88.55
MDG,2010,12.3,NA,NA,342.01,73.31,5.97,20.72,NA,83.9,89.11,21731053,31.94
MWI,2010,8.7,NA,NA,NA,67.78,7.23,25,NA,70.5,79.43,14718422,15.54
MYS,2010,99.48,NA,96.23,5995.71,13.3,27.61,59.08,NA,43.51,76.32,28717731,70.91
MDV,2010,99,NA,NA,NA,12.6,17.43,69.97,NA,36.96,65.68,361575,36.43
MLI,2010,27.01,NA,68.28,575.91,68.98,7.18,23.84,56.32,60.24,80.54,15529181,36
MLT,2010,100,NA,NA,NA,1.34,25.52,73.15,50.94,33.72,66.12,414508,94.07
MRT,2010,34.2,NA,72.71,1370.73,36.01,17.1,46.89,NA,27.46,61.62,3419461,46.59
MUS,2010,99.4,NA,96.51,6718.7,8.63,28.71,62.66,42.91,43.05,74.44,1250400,41.56
MEX,2010,99.24,NA,99.73,7382.43,13.92,24.4,61.68,47.07,42.9,79.38,112532401,77.82
MDA,2010,99.28,NA,90.11,2064.23,27.52,18.65,53.83,40.83,38.65,44.98,2862354,42.62
MNG,2010,78.5,NA,97.65,1896.62,33.53,16.24,50.24,31.82,54.16,64.68,2702520,67.57
MAR,2010,95.73,NA,92.75,2363.09,40.03,22.17,37.8,36.27,25.58,73.85,32464865,58.02
MOZ,2010,18.9,NA,89.97,398.49,76.52,5.33,18.16,NA,80.88,80.1,23073723,31.83
MMR,2010,48.8,NA,89.01,NA,52.34,17.63,30.03,NA,52.62,80.1,49390988,28.89
NAM,2010,44.4,NA,92.93,3314.14,31.71,12.67,55.62,39.6,52.11,62.3,2099271,41.62
NPL,2010,68.6,NA,NA,694.71,67.88,14.17,17.94,NA,23.64,58.37,27161567,16.77
NLD,2010,100,NA,NA,36628.45,3.06,17.7,79.24,68.26,58.72,71.18,16615394,87.13
NZL,2010,100,NA,NA,27475.11,6.87,20.96,72.17,59.86,61.6,74.09,4350700,86.16
NIC,2010,80.13,NA,96.32,1401.77,29.73,17.81,52.46,NA,44.37,84.02,5855734,56.92
NER,2010,13.62,NA,55.15,454.94,77.19,7.32,15.49,NA,68.58,90.2,16647543,16.22
NGA,2010,48,NA,65.98,2212.39,41.34,10.26,48.39,NA,56.79,63.96,160952853,43.48
NOR,2010,100,NA,99.08,58153.65,2.55,19.7,77.76,56.71,61.74,69.59,4889252,79.1
OMN,2010,100,NA,NA,13008.2,5.16,36.88,57.96,NA,26.54,80.82,2881914,75.16
PAK,2010,87.12,NA,65.98,1044.03,43.39,21.42,35.19,41.58,22,78.53,194454498,35
PLW,2010,98.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,18540,74.82
PAN,2010,86.85,NA,96.25,NA,17.42,18.7,63.88,46.99,46.82,79.49,3623617,65.14
PNG,2010,19.5,NA,NA,NA,25.75,7.54,66.72,37.27,47.67,48.97,7583269,13.02
PRY,2010,97.43,NA,88.55,4465.64,25.62,19.2,55.18,56.99,53.06,82.44,5768613,59.26
PER,2010,88.12,NA,99.32,4311.77,26.81,17.36,55.84,69.11,72.07,86.58,29229572,76.43
PHL,2010,85.48,NA,NA,2430.2,32.95,15.54,51.51,41.43,47.96,74.92,94636700,45.33
POL,2010,100,NA,94.71,9011.01,13.05,30.3,56.64,34.58,48.3,64.34,38042794,60.89
PRT,2010,100,NA,99.49,15364.47,11.2,27.26,61.55,36.12,55.87,67.22,10573100,60.57
QAT,2010,100,NA,NA,NA,1.46,56.38,42.15,NA,50.74,95.79,1713504,98.5
ROU,2010,97.1,NA,96.16,5869.24,31.01,28.32,40.67,31.21,46.22,64.26,20246871,53.83
RUS,2010,99.27,NA,NA,7124.25,7.75,27.76,64.49,41.23,55.97,70.61,142849468,73.69
RWA,2010,9.7,NA,NA,457.43,79.3,5.72,14.98,NA,54.29,68.45,10309031,16.93
WSM,2010,96.41,NA,96.77,NA,30.71,14.59,54.7,NA,41.15,66.78,194672,20.08
SMR,2010,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,31608,95.74
SAU,2010,100,NA,97.14,16653.04,6.33,23.5,70.17,NA,19.23,76.01,29411929,82.08
SEN,2010,56.5,NA,72.03,991.7,38.19,18.22,43.59,NA,33.79,63.35,12530121,43.77
SRB,2010,99.72,NA,94.92,4219.27,22.34,25.6,52.06,28.21,41.66,58.61,7291436,54.99
SLE,2010,11.46,NA,NA,469.47,65.22,5.15,29.63,36.16,60.25,61.18,6436698,38.86
SGP,2010,100,NA,NA,NA,0.86,23.61,75.53,39.16,57.89,78.63,5076732,100
